Permalink,full_text,text,tokenized_text,nouns,nouns_adj,gensim_topics_14,gensim_topics_8,nouns_cv,nouns_adj_cv,sklearn_topics
1462713730576037,I saw that at our local CVS and then walked in without a mask.  Not an issue.,saw local cvs walked without mask issue,"['saw', 'local', 'cvs', 'walked', 'without', 'mask', 'issue']","['cvs', 'mask', 'issue']","['saw', 'local', 'cvs', 'mask', 'issue']",6,5,cvs mask issue,saw local cvs mask issue,4
1462713730576037,Sue CVS it's not a Law,sue cvs law,"['sue', 'cvs', 'law']","['sue', 'cvs', 'law']","['sue', 'cvs', 'law']",5,0,sue cvs law,sue cvs law,2
1462713730576037,April LeAnn  good luck going up against that cooperation ,april leann good luck going cooperation,"['april', 'leann', 'good', 'luck', 'going', 'cooperation']","['april', 'leann', 'luck', 'cooperation']","['april', 'leann', 'good', 'luck', 'cooperation']",9,0,april leann luck cooperation,april leann good luck cooperation,3
1462713730576037,Richard Foux class action suit it can be done. Or maybe just boycot if a lawyer cant be found ,richard foux class action suit done maybe boycot lawyer cant found,"['richard', 'foux', 'class', 'action', 'suit', 'done', 'maybe', 'boycot', 'lawyer', 'cant', 'found']","['richard', 'foux', 'class', 'action', 'suit', 'lawyer', 'cant']","['richard', 'foux', 'class', 'action', 'suit', 'boycot', 'lawyer', 'cant']",1,0,richard foux class action suit lawyer cant,richard foux class action suit boycot lawyer cant,1
1462713730576037,They do absolutely nothing ,absolutely nothing,"['absolutely', 'nothing']",['nothing'],['nothing'],6,6,nothing,nothing,4
1462713730576037,No law!!!,law,['law'],['law'],['law'],5,0,law,law,2
1462713730576037,It's not the law,law,['law'],['law'],['law'],5,0,law,law,2
1462713730576037,"They have said that if for a medical reason a person cannot wear a mask, they don’t have to.?",said medical reason person cannot wear mask,"['said', 'medical', 'reason', 'person', 'cannot', 'wear', 'mask']","['reason', 'person', 'cannot', 'mask']","['medical', 'reason', 'person', 'cannot', 'mask']",6,4,reason person cannot mask,medical reason person cannot mask,2
1462713730576037,Maybe required by businesses but certainly not by law. ,maybe required businesses certainly law,"['maybe', 'required', 'businesses', 'certainly', 'law']","['businesses', 'law']","['businesses', 'law']",5,0,businesses law,businesses law,2
1462713730576037,Excuse me there is no law that requires a mask. Learning cvs yesterday and no mask,excuse law requires mask learning cvs yesterday mask,"['excuse', 'law', 'requires', 'mask', 'learning', 'cvs', 'yesterday', 'mask']","['excuse', 'law', 'cvs', 'yesterday', 'mask']","['excuse', 'law', 'cvs', 'yesterday', 'mask']",5,5,excuse law cvs yesterday mask,excuse law cvs yesterday mask,4
1462713730576037, required by law,required law,"['required', 'law']",['law'],['law'],5,0,law,law,2
1462713730576037,No not a law SMDH ,law smdh,"['law', 'smdh']","['law', 'smdh']","['law', 'smdh']",5,0,law smdh,law smdh,2
1462713730576037,Glad I don’t shop there. Big pharma covid store !,glad shop big pharma covid store,"['glad', 'shop', 'big', 'pharma', 'covid', 'store']","['glad', 'shop', 'pharma', 'covid', 'store']","['glad', 'shop', 'big', 'pharma', 'covid', 'store']",3,6,glad shop pharma covid store,glad shop big pharma covid store,3
1462713730576037,Do masks help you prevent sickness? Yes absolutely! Should you be required to wear one? Absolutely not. It’s your choice. Just like it’s your choice not to shop at stores that require something you don’t like. That’s the beauty of America. There are ot… See More,masks help prevent sickness yes absolutely required wear one absolutely choice like choice shop stores require something like beauty america ot see,"['masks', 'help', 'prevent', 'sickness', 'yes', 'absolutely', 'required', 'wear', 'one', 'absolutely', 'choice', 'like', 'choice', 'shop', 'stores', 'require', 'something', 'like', 'beauty', 'america', 'ot', 'see']","['masks', 'yes', 'choice', 'choice', 'shop', 'stores', 'something', 'beauty', 'america', 'ot', 'see']","['masks', 'sickness', 'yes', 'wear', 'choice', 'choice', 'shop', 'stores', 'something', 'beauty', 'america', 'ot', 'see']",2,6,masks yes choice choice shop stores something beauty america ot see,masks sickness yes wear choice choice shop stores something beauty america ot see,4
1462713730576037,Haris Sakanovic Masks do very little to prevent the spread of germs. My doctor and I had a long discussion about it today. ,haris sakanovic masks little prevent spread germs doctor long discussion today,"['haris', 'sakanovic', 'masks', 'little', 'prevent', 'spread', 'germs', 'doctor', 'long', 'discussion', 'today']","['haris', 'masks', 'spread', 'germs', 'discussion', 'today']","['haris', 'sakanovic', 'masks', 'little', 'prevent', 'spread', 'germs', 'long', 'discussion', 'today']",1,5,haris masks spread germs discussion today,haris sakanovic masks little prevent spread germs long discussion today,4
1462713730576037,Kimberly Aaron Richardson your doctor is wrong. If a mask is used properly it 100 percent can prevent the spread of germs. There’s a reason every doctor and nurse wears one as well as disease specialists. Masks are used to prevent you from touching you… See More,kimberly aaron richardson doctor wrong mask used properly percent prevent spread germs reason every doctor nurse wears one well disease specialists masks used prevent touching see,"['kimberly', 'aaron', 'richardson', 'doctor', 'wrong', 'mask', 'used', 'properly', 'percent', 'prevent', 'spread', 'germs', 'reason', 'every', 'doctor', 'nurse', 'wears', 'one', 'well', 'disease', 'specialists', 'masks', 'used', 'prevent', 'touching', 'see']","['aaron', 'richardson', 'doctor', 'mask', 'prevent', 'spread', 'germs', 'reason', 'doctor', 'well', 'disease', 'specialists', 'prevent', 'see']","['aaron', 'richardson', 'doctor', 'wrong', 'mask', 'percent', 'prevent', 'spread', 'germs', 'reason', 'doctor', 'nurse', 'well', 'disease', 'specialists', 'prevent', 'see']",4,1,aaron richardson doctor mask prevent spread germs reason doctor well disease specialists prevent see,aaron richardson doctor wrong mask percent prevent spread germs reason doctor nurse well disease specialists prevent see,4
1462713730576037,They will be out of business soon.,business soon,"['business', 'soon']",['business'],['business'],6,6,business,business,3
1462713730576037,Brandy Lieurance  I doubt that ,brandy lieurance doubt,"['brandy', 'lieurance', 'doubt']","['brandy', 'lieurance', 'doubt']","['brandy', 'lieurance', 'doubt']",5,1,brandy lieurance doubt,brandy lieurance doubt,1
1462713730576037,They never say anything to me and I never wear one,never say anything never wear one,"['never', 'say', 'anything', 'never', 'wear', 'one']",['anything'],['anything'],8,7,anything,anything,4
1462713730576037,It is not a law it is an executive order by our half-whit governor!,law executive order half whit governor,"['law', 'executive', 'order', 'half', 'whit', 'governor']","['law', 'executive', 'order', 'half', 'governor']","['law', 'executive', 'order', 'half', 'governor']",1,1,law executive order half governor,law executive order half governor,4
1462713730576037,It's not the law AND the idea that an N95 mask and mask made from one of your socks are equal is an insult. ,law idea n mask mask made one socks equal insult,"['law', 'idea', 'n', 'mask', 'mask', 'made', 'one', 'socks', 'equal', 'insult']","['law', 'idea', 'mask', 'socks', 'insult']","['law', 'idea', 'mask', 'mask', 'socks', 'equal', 'insult']",8,5,law idea mask socks insult,law idea mask mask socks equal insult,4
1462713730576037,I smell a law suit,smell law suit,"['smell', 'law', 'suit']","['smell', 'law', 'suit']","['smell', 'law', 'suit']",5,0,smell law suit,smell law suit,2
1462713730576037,Untrue,untrue,['untrue'],[],['untrue'],0,0,,untrue,3
1462713730576037,yes I made this one and I wear it the libtards just hate it having so much fun,yes made one wear libtards hate much fun,"['yes', 'made', 'one', 'wear', 'libtards', 'hate', 'much', 'fun']","['wear', 'libtards', 'fun']","['wear', 'libtards', 'much', 'fun']",13,0,wear libtards fun,wear libtards much fun,4
1462713730576037,Enough of the nonsense.   Not a law,enough nonsense law,"['enough', 'nonsense', 'law']",['law'],"['nonsense', 'law']",5,0,law,nonsense law,1
1462713730576037,Wow,wow,['wow'],['wow'],['wow'],2,2,wow,wow,0
1462713730576037,How do I get one of those crocheted ones...,get one crocheted ones,"['get', 'one', 'crocheted', 'ones']",['ones'],['ones'],5,6,ones,ones,0
1462713730576037,Orders are NOT laws.,orders laws,"['orders', 'laws']","['orders', 'laws']","['orders', 'laws']",2,2,orders laws,orders laws,1
1462713730576037,"Masks are not the law !!! It was not legislated , voted on or written into law. ",masks law legislated voted written law,"['masks', 'law', 'legislated', 'voted', 'written', 'law']","['masks', 'law', 'law']","['masks', 'law', 'voted', 'law']",5,0,masks law law,masks law voted law,2
1462713730576037,"I dont recall voting on these new ""laws""",dont recall voting new laws,"['dont', 'recall', 'voting', 'new', 'laws']","['recall', 'laws']","['recall', 'new', 'laws']",4,2,recall laws,recall new laws,3
1462713730576037,Should we all go without shirt  and shoes too,go without shirt shoes,"['go', 'without', 'shirt', 'shoes']","['shirt', 'shoes']","['shirt', 'shoes']",0,0,shirt shoes,shirt shoes,2
1462713730576037,it's not a law it's a suggestion because it's unconstitutional to make us wear suggestion,law suggestion unconstitutional make us wear suggestion,"['law', 'suggestion', 'unconstitutional', 'make', 'us', 'wear', 'suggestion']","['law', 'suggestion', 'suggestion']","['law', 'suggestion', 'unconstitutional', 'wear', 'suggestion']",9,0,law suggestion suggestion,law suggestion unconstitutional wear suggestion,4
1462713730576037,It's not LAW and they don't work. Get your shit together before someone sues your ass. I know I could use the money,law work get shit together someone sues ass know could use money,"['law', 'work', 'get', 'shit', 'together', 'someone', 'sues', 'ass', 'know', 'could', 'use', 'money']","['law', 'work', 'someone', 'ass', 'know', 'money']","['law', 'work', 'someone', 'ass', 'know', 'money']",3,3,law work someone ass know money,law work someone ass know money,0
1462713730576037,That’s funny because no law has been passed in any state of the United States of America,funny law passed state united states america,"['funny', 'law', 'passed', 'state', 'united', 'states', 'america']","['law', 'state', 'states']","['funny', 'law', 'state', 'united', 'states']",5,2,law state states,funny law state united states,2
1462713730576037,It’s NOT a LAW unless it has been voted by Legislation!!  These businesses need to educate their management!!   Totally UNCONSTITUTIONAL ,law unless voted legislation businesses need educate management totally unconstitutional,"['law', 'unless', 'voted', 'legislation', 'businesses', 'need', 'educate', 'management', 'totally', 'unconstitutional']","['law', 'legislation', 'businesses', 'management']","['law', 'voted', 'legislation', 'businesses', 'educate', 'management', 'unconstitutional']",8,0,law legislation businesses management,law voted legislation businesses educate management unconstitutional,2
1462713730576037,"I guess it depends what state. They are not required by law, or even any order by the governor, in Georgia",guess depends state required law even order governor georgia,"['guess', 'depends', 'state', 'required', 'law', 'even', 'order', 'governor', 'georgia']","['guess', 'state', 'law', 'order', 'governor', 'georgia']","['guess', 'state', 'law', 'order', 'governor', 'georgia']",1,3,guess state law order governor georgia,guess state law order governor georgia,2
1462713730576037,Yeah right ....orders are not laws. Know the difference,yeah right orders laws know difference,"['yeah', 'right', 'orders', 'laws', 'know', 'difference']","['orders', 'laws', 'difference']","['right', 'orders', 'laws', 'difference']",2,2,orders laws difference,right orders laws difference,1
1462713730576037,"Joe Pitts that’s a good way to lose money on a lawsuit unless you have an actual, diagnosed disability. Abusing the ADA is not okay. Just shop somewhere else. Money talks more anyway. ",joe pitts good way lose money lawsuit unless actual diagnosed disability abusing ada okay shop somewhere else money talks anyway,"['joe', 'pitts', 'good', 'way', 'lose', 'money', 'lawsuit', 'unless', 'actual', 'diagnosed', 'disability', 'abusing', 'ada', 'okay', 'shop', 'somewhere', 'else', 'money', 'talks', 'anyway']","['joe', 'pitts', 'way', 'money', 'lawsuit', 'disability', 'okay', 'shop', 'money', 'talks']","['joe', 'pitts', 'good', 'way', 'money', 'lawsuit', 'actual', 'diagnosed', 'disability', 'ada', 'okay', 'shop', 'else', 'money', 'talks']",5,4,joe pitts way money lawsuit disability okay shop money talks,joe pitts good way money lawsuit actual diagnosed disability ada okay shop else money talks,3
